File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11Renderer.cpp,"CD3D11Renderer::CreateDepthBuffer(CBuffer* buffer, DWORD w, DWORD h, FORMAT format, int num_ms)",61,55,47,8,4,0,2,9,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11SamplerState.cpp,CD3D11SamplerState::CD3D11SamplerState(CGraphicsSystem *pgs),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11SamplerState.cpp,CD3D11SamplerState::~CD3D11SamplerState(void),6,6,4,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11SamplerState.cpp,CD3D11SamplerState::vCreate(const CRenderer::SAMPLERSTATEDESC& desc),23,20,19,3,3,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11SamplerState.cpp,CD3D11SamplerState::vSet(int channel),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11Texture.cpp,CD3D11Texture::CD3D11Texture(CGraphicsSystem *pgs),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11Texture.cpp,CD3D11Texture::~CD3D11Texture(void),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11Texture.cpp,"CD3D11Texture::vLoad(const LYNXCHAR *filename, CRenderer::TEXTUREDESC* desc, LPLYNXFILE lpfs, long offset)",48,45,33,7,2,0,1,4,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11Texture.cpp,"CD3D11Texture::Create(int mipmaplevel, const LYNXCHAR *name, int w, int h, CRenderer::TEXTURETYPE type, CRenderer::FORMAT format, int ms, UINT bindflag, D3D11_SUBRESOURCE_DATA* data)",58,55,45,7,3,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11Texture.cpp,"CD3D11Texture::vCreateRT(CBufferPtr* lpzb, CRenderer::FORMAT zfmt, int mipmaplevel, const LYNXCHAR *name, int w, int h, CRenderer::TEXTURETYPE type, CRenderer::FORMAT format, int ms)",13,12,7,7,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11Texture.cpp,CD3D11Texture::vSetAsRT(int channel),2,2,2,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11VertexArray.cpp,CD3D11VertexArray::CD3D11VertexArray(CGraphicsSystem *pgs),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11VertexArray.cpp,CD3D11VertexArray::~CD3D11VertexArray(void),6,6,4,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11VertexArray.cpp,"CD3D11VertexArray::vCreate(CVertexLayout* lpl, int num, int flag, LYNXBOOL bbo, void* data)",37,31,23,7,6,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11VertexArray.cpp,"CD3D11VertexArray::vMap(int start, int size, CRenderer::LOCKMODE flag)",2,2,2,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11VertexArray.cpp,CD3D11VertexArray::vUnmap(),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11VertexArray.cpp,"CD3D11VertexArray::vSet(int stream, int first)",4,4,6,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11VertexLayout.cpp,CD3D11VertexLayout::CD3D11VertexLayout(CGraphicsSystem *pgs),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11VertexLayout.cpp,CD3D11VertexLayout::~CD3D11VertexLayout(void),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11VertexLayout.cpp,"CD3D11VertexLayout::vCreate(CRenderer::VERTEXSLOT* vs, int num)",4,4,3,2,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11VertexLayout.cpp,CD3D11VertexLayout::TranslateSlotName(CRenderer::VERTEXSLOT& slot),12,12,8,5,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11VertexLayout.cpp,CD3D11VertexLayout::TranslateSlotFormat(CRenderer::VERTEXSLOT& slot),58,58,34,33,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11VertexLayout.cpp,CD3D11VertexLayout::GetSlotStride(CRenderer::VERTEXSLOT& slot),17,17,10,9,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D11Renderer\LynxD3D11VertexLayout.cpp,CD3D11VertexLayout::vCreate(),42,35,27,7,7,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\!!LynxD3D9DepthState.cpp,CD3D9DepthState::CD3D9DepthState(CGraphicsSystem* pgs),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\!!LynxD3D9DepthState.cpp,CD3D9DepthState::~CD3D9DepthState(void),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\!!LynxD3D9DepthState.cpp,CD3D9DepthState::vCreate(const CRenderer::DEPTHSTATEDESC& desc),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\!!LynxD3D9DepthState.cpp,CD3D9DepthState::vSet(),3,3,3,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9BlendState.cpp,CD3D9BlendState::CD3D9BlendState(CGraphicsSystem* pgs),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9BlendState.cpp,CD3D9BlendState::~CD3D9BlendState(void),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9BlendState.cpp,CD3D9BlendState::vCreate(const CRenderer::BLENDSTATEDESC& desc),3,3,3,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9BlendState.cpp,CD3D9BlendState::vSet(),3,3,3,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Buffer.cpp,"CD3D9Buffer::CD3D9Buffer(CGraphicsSystem* lpsys, LPLYNXBUFFER lpb)",8,8,5,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Buffer.cpp,CD3D9Buffer::operator =(LYNXBUFFER& b),4,4,4,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Buffer.cpp,CD3D9Buffer::operator =(LPLYNXBUFFER lpb),4,4,4,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9DepthStencilState.cpp,CD3D9DepthStencilState::CD3D9DepthStencilState(CGraphicsSystem* pgs),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9DepthStencilState.cpp,CD3D9DepthStencilState::~CD3D9DepthStencilState(void),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9DepthStencilState.cpp,CD3D9DepthStencilState::vCreate(const CRenderer::DEPTHSTENCILSTATEDESC& desc),3,3,3,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9DepthStencilState.cpp,CD3D9DepthStencilState::vSet(),10,9,7,1,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9PixelShader.cpp,CD3D9PixelShader::CD3D9PixelShader(CGraphicsSystem *pgs),3,3,3,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9PixelShader.cpp,CD3D9PixelShader::~CD3D9PixelShader(void),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9PixelShader.cpp,CD3D9PixelShader::Release(),5,4,4,0,0,0,1,1,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9PixelShader.cpp,"CD3D9PixelShader::vLoad(const LYNXCHAR *filename, const CRenderer::SHADERMACRO* def, LPLYNXFILE lpfs, long offset)",32,30,18,7,0,0,2,10,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9PixelShader.cpp,"CD3D9PixelShader::vCompile(const LYNXCHAR *filename, const LYNXCHAR *ver, const CRenderer::SHADERMACRO* def, LPLYNXFILE lpfs, long offset)",9,9,6,3,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9PixelShader.cpp,CD3D9PixelShader::vSet(),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9PixelShader.cpp,"CD3D9PixelShader::vSetTexture(const char *name, CTexture* t)",7,7,5,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9PixelShader.cpp,"CD3D9PixelShader::vSetSampler(const char *name, CSamplerState* lps)",2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9PixelShader.cpp,CD3D9PixelShader::vGetTextureIndex(const char *name),2,2,2,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Query.cpp,CD3D9Query::CD3D9Query(CGraphicsSystem *pgs),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Query.cpp,CD3D9Query::~CD3D9Query(void),6,6,4,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Query.cpp,CD3D9Query::vIsValid(),2,2,2,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Query.cpp,CD3D9Query::vCreate(CRenderer::QUERYTYPE type),3,3,3,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Query.cpp,CD3D9Query::vStart(),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Query.cpp,CD3D9Query::vEnd(),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Query.cpp,"CD3D9Query::vGetData(void* data, DWORD size, LYNXLONG wait_time)",16,15,10,6,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9RasterizerState.cpp,CD3D9RasterizerState::CD3D9RasterizerState(CGraphicsSystem* pgs),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9RasterizerState.cpp,CD3D9RasterizerState::~CD3D9RasterizerState(void),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9RasterizerState.cpp,CD3D9RasterizerState::vCreate(const CRenderer::RASTERIZERSTATEDESC& desc),3,3,3,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9RasterizerState.cpp,CD3D9RasterizerState::vSet(),4,4,4,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Renderer.cpp,CD3D9Renderer::TranslateQueryType(CRenderer::QUERYTYPE type),7,7,4,3,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Renderer.cpp,CD3D9Renderer::TranslateTextureType(CRenderer::TEXTURETYPE type),16,16,10,9,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Renderer.cpp,CD3D9Renderer::TranslateTextureType(LYNXTEXTURETYPE type),16,16,10,9,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Renderer.cpp,CD3D9Renderer::TranslateCombineFunc(COMBINEFUNC func),86,86,56,55,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Renderer.cpp,CD3D9Renderer::TranslateCombineArg(COMBINEARG type),29,29,18,17,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Renderer.cpp,CD3D9Renderer::TranslateFormat(CRenderer::FORMAT f),194,193,128,127,0,0,1,2,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Renderer.cpp,CD3D9Renderer::TranslateFormat(LYNXBUFFERFORMAT f),2,2,2,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Renderer.cpp,CD3D9Renderer::CD3D9Renderer(),4,4,4,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Renderer.cpp,CD3D9Renderer::CD3D9Renderer(CGraphicsSystem* lpgs),4,4,4,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Renderer.cpp,CD3D9Renderer::~CD3D9Renderer(),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Renderer.cpp,"CD3D9Renderer::Open(LYNXWINDOW wnd, INITGRAPHICPARAM* lpcp)",138,85,73,10,15,2,38,120,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Renderer.cpp,CD3D9Renderer::SetShaderTarget(SHADERTARGET t),7,6,6,0,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Renderer.cpp,CD3D9Renderer::ComputeCachedCompiledShaderPath(),9,7,7,1,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Renderer.cpp,"CD3D9Renderer::Resize(int cx, int cy)",16,14,12,1,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Renderer.cpp,CD3D9Renderer::Close(),11,9,9,0,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9SamplerState.cpp,CD3D9SamplerState::CD3D9SamplerState(CGraphicsSystem* pgs),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9SamplerState.cpp,CD3D9SamplerState::~CD3D9SamplerState(void),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9SamplerState.cpp,CD3D9SamplerState::vCreate(const CRenderer::SAMPLERSTATEDESC& desc),22,22,16,5,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9SamplerState.cpp,CD3D9SamplerState::vSet(int channel),10,6,6,0,2,0,2,9,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Texture.cpp,CD3D9Texture::CD3D9Texture(CGraphicsSystem *pgs),3,3,3,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Texture.cpp,CD3D9Texture::~CD3D9Texture(void),3,3,3,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Texture.cpp,CD3D9Texture::SetIndex(LYNXTEXTUREINDEX ti),5,5,5,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Texture.cpp,CD3D9Texture::SetupSrcBuffer(),7,7,5,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Texture.cpp,"CD3D9Texture::vLoad(const LYNXCHAR *filename, CRenderer::TEXTUREDESC* desc, LPLYNXFILE lpfs, long offset)",24,22,16,4,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Texture.cpp,"CD3D9Texture::vCreateRT(CBufferPtr* lpzb, CRenderer::FORMAT zfmt, int mipmaplevel, const LYNXCHAR *name, int w, int h, CRenderer::TEXTURETYPE type, CRenderer::FORMAT format, int ms)",9,7,6,3,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Texture.cpp,CD3D9Texture::vSetAsRT(int channel),2,2,2,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Texture.cpp,CD3D9Texture::vGetType(),2,2,2,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9Texture.cpp,CD3D9Texture::vSet(int channel),5,4,3,1,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9VertexLayout.cpp,CD3D9VertexLayout::CD3D9VertexLayout(CGraphicsSystem* pgs),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9VertexLayout.cpp,CD3D9VertexLayout::~CD3D9VertexLayout(),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9VertexLayout.cpp,"CD3D9VertexLayout::vCreate(CRenderer::VERTEXSLOT* vs, int num)",6,5,4,2,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9VertexLayout.cpp,CD3D9VertexLayout::vCreate(),17,14,12,2,3,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9VertexLayout.cpp,CD3D9VertexLayout::vSet(),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9VertexShader.cpp,CD3D9VertexShader::CD3D9VertexShader(CGraphicsSystem *pgs),3,3,3,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9VertexShader.cpp,CD3D9VertexShader::~CD3D9VertexShader(void),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9VertexShader.cpp,CD3D9VertexShader::Release(),5,4,4,0,0,0,1,1,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9VertexShader.cpp,"CD3D9VertexShader::vLoad(const LYNXCHAR *filename, const CRenderer::SHADERMACRO* def, LPLYNXFILE lpfs, long offset)",33,30,18,7,1,0,2,10,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9VertexShader.cpp,"CD3D9VertexShader::vCompile(const LYNXCHAR *filename, const LYNXCHAR *ver, const CRenderer::SHADERMACRO* def, LPLYNXFILE lpfs, long offset)",9,9,6,3,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\GraphicsSystem\D3D9Renderer\LynxD3D9VertexShader.cpp,CD3D9VertexShader::vSet(),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxInputDevice.cpp,CInputDevice::CInputDevice(void),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxInputDevice.cpp,CInputDevice::CInputDevice(CInputSystem* lpsys),3,3,3,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxInputDevice.cpp,CInputDevice::~CInputDevice(void),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxInputSystem.cpp,CreateKeyboardDevice(CInputSystem* i),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxInputSystem.cpp,CreateMouseDevice(CInputSystem* i),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxInputSystem.cpp,CInputSystem::CInputSystem(void),3,3,3,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxInputSystem.cpp,CInputSystem::CInputSystem(CEngine* const lpengine),3,3,3,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxInputSystem.cpp,CInputSystem::~CInputSystem(void),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxInputSystem.cpp,CInputSystem::vInit(),5,4,4,1,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxInputSystem.cpp,"CInputSystem::RegisterDevice(INPUTDEVICETYPE t, CInputDevice* (*func)(CInputSystem*))",2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxInputSystem.cpp,CInputSystem::CreateDevice(INPUTDEVICETYPE t),5,4,4,1,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxInputSystem.cpp,CInputSystem::AddDevice(CInputDevice* dev),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxInputSystem.cpp,CInputSystem::Poll(),8,7,4,2,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxKeyboard.cpp,CKeyboard::CKeyboard(void),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxKeyboard.cpp,CKeyboard::CKeyboard(CInputSystem* lpsys),3,3,3,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxKeyboard.cpp,CKeyboard::~CKeyboard(void),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxKeyboard.cpp,CKeyboard::vPoll(void),7,6,4,1,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxMouse.cpp,CMouse::CMouse(void),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxMouse.cpp,CMouse::CMouse(CInputSystem* lpsys),3,3,3,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxMouse.cpp,CMouse::~CMouse(void),1,1,1,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\InputSystem\LynxMouse.cpp,CMouse::vPoll(void),2,2,2,0,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\LynxSDK\LynxRenderer.cpp,"CRenderer::Open(LYNXWINDOW wnd, LPLYNXINITGRAPHICPARAM lpcp)",108,60,47,11,14,0,34,110,
E:\MyWork\Lynx System\Lynx Engine\Current\src\LynxSDK\LynxRenderer.cpp,CRenderer::Close(),12,9,9,0,3,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\MaterialSystem\LynxMaterial.cpp,GetEnumStr(MaterialSystem::CMaterial::TYPE e),13,12,8,4,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\MaterialSystem\LynxMaterial.cpp,GetEnumStr(MaterialSystem::CMaterial::TECHTYPE e),49,48,32,16,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\MaterialSystem\LynxMaterial.cpp,CMaterial::CMaterial(CMaterialSystem* lpsys),19,17,11,0,2,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\MaterialSystem\LynxMaterial.cpp,CMaterial::~CMaterial(void),12,7,5,1,2,0,3,3,
E:\MyWork\Lynx System\Lynx Engine\Current\src\MaterialSystem\LynxMaterial.cpp,CMaterial::operator =(const CMaterial& m),17,17,13,3,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\MaterialSystem\LynxMaterial.cpp,CMaterial::vSetNumTextureAnimation(int num),13,12,10,1,1,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\MaterialSystem\LynxMaterial.cpp,CMaterial::Default(),141,118,112,4,21,2,2,8,
E:\MyWork\Lynx System\Lynx Engine\Current\src\MaterialSystem\LynxMaterial.cpp,"CMaterial::vLoad(const LYNXCHAR *name, LYNXBOOL bskip, LPLYNXFILE lpf, long offset)",308,285,191,46,12,0,11,34,
E:\MyWork\Lynx System\Lynx Engine\Current\src\MaterialSystem\LynxMaterial.cpp,CMaterial::Sync(),8,8,4,2,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\MaterialSystem\LynxMaterial.cpp,CMaterial::vCreateTechnique(DWORD num),7,7,5,1,0,0,0,0,
E:\MyWork\Lynx System\Lynx Engine\Current\src\MaterialSystem\LynxMaterial.cpp,CMaterial::GetTechnique(const CString& name),6,4,4,1,2,0,0,0,
