Word,Count
j<m_PrimitiveList[i].size();,2
\("\))+(*Res)->GetName()+CString(_T("\)\,2
prefers,2
\released\r\n"\)));\,2
m_NumKeyValues);,2
gotten,2
\LYNX_READ_FILE(&m_lpMeshArray[i]->m_NumTriangles[CurrentLOD],\,2
us),2
\SSE"\);\,2
\sizeof(WORD)*m_lpMeshArray[i]->m_NumTriangles[CurrentLOD]*3,\,2
fly,2
m_Name,2
\!InitClass(hInst,\,2
m_lpMaterials[i]->m_Diffuse.s.Red,2
MaterialSystem::CMaterial::SHADOWMAP:,2
10240;,2
&lpCmdLine);,2
Observer,2
m_Str;,2
order,2
\menuBar->Append(menuFile,\,2
m_TextureAnimationArray[1]->vCreateAnimation();,2
\children,\,2
I,2
m_MagFilter,2
lpV[i*4+1].Offset.s.y,2
m_lpMeshArray[i]->m_Primitives[LOD][j].NumIndex;,2
\m_lpShader->vSetConstantB("\gbSunLight"\,\,2
providing,2
\ObjMatIndex,\,2
\_T("\_SPOT_LIGHTING"\));\,2
\&GraphicsSystem::gSprite3DClusterVertexLayout,\,2
lpV[i*4+1].Pos.s.x,2
LYNXVECTOR2D[m_ClusterSize];,2
CLight::AMBIENT:,2
(LPLYNXVECTOR3D)&lpdo->M.s.m41;,2
fMinZ,2
\LYNX_RV_SET_XYZ(V[2],\,2
\v1,\,2
perspective,2
&CS3DCDesc;,2
m_DynamicObjArray[1]->GetlpContainer()->m_bReceiveShadow,2
Math::CVector3,2
\IMPLEMENT_PARAM_FLOAT(m_BrightPassThreshold,\,2
lpV[0].Color.PackedColor,2
lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)0).GetPass(0).m_TextureAnimationArray[0]->GetTexture(0).GetWidth();,2
instead,2
VOffset,2
pool,2
\-181.f,\,2
PIXEL_SHADER),2
m_lpMaterials[i]->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)MaterialSystem::CMaterial::AMBIENT_LIGHTING),2
stencil,2
bStripify;,2
\_T("\builtin/scn/model_mbs_zpass.vso"\),\,2
glpGameSystem->CharPressed,2
usually,2
\LYNX_READ_FILE(&fG,\,2
\m_Materials[m_lpMeshArray[i]->m_MaterialIndex].LoadShaders(0,\,2
offset,2
((CEngine*)m_lpEngine)->GetlpMaterialSystem()->AddMaterial(lpMat);,2
(lpv->s.y,2
VK_ESCAPE),2
delta,2
\DEFAULT_QUALITY,\,2
m_CombineArg[1],2
free(,2
Camera,2
MaterialSystem::CPass(Technique));,2
k<m_lpMeshArray[i]->m_NumTriangles[CurrentLOD];,2
size,2
Technique.GetPass(0).m_DepthBufferMode,2
(m_VisibilityKeys.m_Keys.size()),2
lpTF->SrcBlend,2
\lynxLoadTexture(&m_lpMaterials[i].lpPass[0].TextureFrame[0].lpTexIndexList[0],\,2
((Top,2
<CurrentGlowMap>,2
Arts,2
\lpso,\,2
lpTF->DestBlend,2
\group_size,\,2
m_OuterRadius,2
bforcereset)),2
Actual,2
((void,2
\offsetof(LynxEngine::SceneSystem::CDynamicObj,\,2
lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)0).GetPass(0).m_TextureAnimationArray[0]->CombineArg[2],2
Value[4];,2
(m_SDK.bDisableMultiTask),2
Pass,2
\//lynxLoadCompiledVertexShader(&m_lpMaterials[i].lpPass[0].VS,\,2
\m_ClusterSize*6,\,2
neighbor,2
\LYNX_READ_FILE(&NumTextures,\,2
\4.0f,\,2
m_lpBoneArray[i]->m_lpChildrenArray.resize(Num);,2
lynxSetDepthBufferMode(LYNX_DB_NONE);,2
256;,2
m_AddressModeW,2
m_lpMeshArray[i]->m_Primitives[CurrentLOD][j].lpIndex[k*3],2
more..,2
max,2
m_lpMaterials[i]->SetName(TName);,2
Contexts,2
numerous,2
examine,2
lpV[i*4+1].TexCoord.v,2
2:,2
passed,2
-1.0f,2
lpModel->SetIlluminatingIntensity(2.0f);,2
\LYNX_VECTOR3D_SUBTRACT(TV,\,2
glpGameSystem->KeyPressed,2
CStaticObj::m_Type,2
compiled,2
DRAW_USE_TEXTURE:,2
\LYNX_READ_FILE(&m_lpMeshArray[i]->m_Visibility,\,2
(*Res)->GetResourceType(),2
\0.6f,\,2
lpV[i*4+2].TexCoord.u,2
16};,2
lpG,2
lpV[i*4+3].Offset.s.y,2
(*(p.GetlpCount()))--;,2
m_MipMapLevel,2
points:,2
P->Position.x;,2
\D3DXCreateFont(m_lpD3DDevice,\,2
MaterialSystem::CMaterial;,2
>>,2
m_lpMaterials[i]->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)MaterialSystem::CMaterial::SHADOWMAP),2
MaterialSystem::CMaterial::VARIANCE_SHADOWMAP:,2
\lynxGetAnimKeyValues(&m_ScaleKey,\,2
\-9.81f*7,\,2
m_Time);,2
<--,2
\lynxSetVertexShaderConstantTableMatrix(m_VS,\,2
\SetNameFunc("\SetName"\,\,2
values[i],2
CContainer::SPRITE3D;,2
16,2
to:,2
m_MipFilter,2
-dv.s.z;,2
(should,2
//TN.s.x,2
TRUE,2
i,2
time,2
->,2
x1,2
lnimation,2
\*)strtok(MName,\,2
lpGeo->m_bReflect,2
\menuNav->Append(Minimal_Forward,\,2
call,2
lpStr;,2
CPCDesc.m_ParticleDesc,2
(shorten,2
m_lpSV[i*4+3].y,2
give,2
block,2
m_lpEngine->GetlpGraphicsSystem();,2
\MM,\,2
\LYNX_RV_SET_XYZ(V[7],\,2
Ammeraal,2
\OUT_DEFAULT_PRECIS,\,2
(ContainerType),2
m_lpCurrentMaterial->GetlpMaterialSystem()->GetlpCurrentLight()->GetDirection(&Pos);,2
lpV[3].Color.PackedColor,2
m_ScreenSpaceAABB.Max().s.y,2
materials,2
\m_lpGraphicsSystem->SetViewportRect(0,\,2
\Technique->GetPass(0).vLoadShaders(_T("\scn/sprite3dcluster_zpass.vso"\),\,2
(Token),2
coming,2
\LYNX_RV_SET_XYZ(V[6],\,2
\SetNameFunc2("\SetName"\,\,2
\LYNX_READ_FILE(&fA,\,2
\ST,\,2
m_DynamicObjArray[1],2
\//lynxMatrixXMatrix(&R,\,2
LYNX_CPU_FEATURE_SSE2),2
(m_Keys.size(),2
Drive/Fly,2
clock-wise,2
Corner,2
'*',2
ComputeScreenSpaceAABB(cam);,2
m_lpMeshArray[i]->SetNumLODs(m_NumLODs);,2
Principles,2
lpV[1].Color.PackedColor,2
\Better,\,2
heightmap,2
\TypeName,\,2
It,2
fZ;,2
\{8,\,2
(sqrt,2
m_lpSV[i*4+2].TexCoord.v,2
\lynxLoadTexture(&m_TextureFrame[channel].lpTexIndexList[frame],\,2
MipMapLevel;,2
midpoint,2
\lynxGetAnimKeyValues(&m_TranslateKey,\,2
i<m_Primitives[m_CurrentLOD].size();,2
m_Materials[m_lpMeshArray[i]->m_MaterialIndex];,2
//glEnable(GL_TEXTURE_GEN_T);,2
Stuff,2
LYNXVECTOR3D[m_lpWeightList[CurrentLOD][i].NumBones];,2
hResult,2
AABB,2
\"\../texture/FX/particle.tga"\);\,2
CLight::DIRECTIONAL:,2
lpI[NumIndices++],2
m_lpSV[i*4+1].x,2
Binormal,2
CPCDesc.m_ParticleType,2
m_lpSV[i*4+1].y,2
contains,2
defines,2
m_MipFilter);,2
m_lpChildrenArray.resize(1);,2
\LYNX_READ_FILE(&bStripify,\,2
\lynxVectorXMatrix(&m_TDirection,\,2
\m_lpTerrain->GetlpEngine()->GetlpGraphicsSystem()->GetlpRenderer()->SetTexturePath(_T("\../texture/"\));\,2
lpTVertexList[i].z,2
Forum,2
\lpR->GetCachedVertexShader()->vSetConstantM("\gWorldView"\,\,2
\ContainerName,\,2
CSCDesc.m_FileName,2
LYNX_CPU_FEATURE_SSE),2
\"\builtin/scn/model_m_pointlight.vso"\,\,2
\LoadString(hInst,\,2
(LPLYNXVECTOR3D)&lpdo->M.s.m31;,2
Functions,2
\LYNX_RV_SET_UV(V[i*3+2],\,2
\Technique.GetPass(0).SetBlendFunc(GraphicsSystem::CRenderer::BF_ONE,\,2
glpGameSystem->KBD[(char)VK_MENU],2
\CONTAINER_CAST(CPEmitterContainer*,\,2
lpso),2
simple,2
lpV[3].Pos.s.z,2
lpPhxObj->vCreate(PhysicsSystem::CPhysicsObj::DYNAMIC);,2
V[9];,2
//glEnable(GL_TEXTURE_GEN_S);,2
(Key,2
*lpI;,2
Plane,2
MeshRoot,2
again,2
CModelContainer::vLoadAnimation(&AniDesc);,2
(Wiley),2
\sizeof(BYTE),\,2
lpMat->SetVertexLayout(GraphicsSystem::gSprite3DClusterVertexLayout);,2
lpdo->lpCenter,2
filename);,2
interpolated,2
\//lynxMemCpy(values,\,2
wxWidgets,2
(count,2
NumBones;,2
\FPU"\);\,2
Reduces,2
\m_TextureAnimationArray[0]->LoadTexture(0,\,2
\Driver"\,\,2
TextureName[128];,2
============================================================================,2
lpV[i*4+3].Pos.s.y,2
\CAST(CContainer*,\,2
IMPLEMENT_PARAM_BOOL(m_bParam);,2
\DeviceFlag,\,2
starting,2
LYNX_REAL(0);,2
m_lpGraphicsSystem->GetlpDepthMap()->GetCurrent());,2
lpV[i*4+1].Pos.s.y,2
(*Con)->SetCurrentMaterialTechnique(MaterialSystem::CMaterial::DIRECTIONAL_LIGHTING);,2
\_T("\terrain/grass001.tga"\),\,2
b;,2
lpV[i*4+3].Pos.s.x,2
array,2
Perspective,2
bounds,2
\x2,\,2
\LYNX_RV_SET_XYZ(V[1],\,2
\LYNX_READ_FILE(&Version,\,2
i<lpdo->NumChildren;,2
m_Triangles[CurrentLOD][m_lpMeshArray[i]->m_BaseTriangle[CurrentLOD]+k].v[1];,2
NO,2
\"\builtin/scn/model_spotlight.pso"\);\,2
\(float)m_SkyLightMapSize,\,2
m_lpVertexArray,2
\//lynxDuplicateVertexLayout(&m_lpMaterials[i].lpPass[0].VertexLayout,\,2
m_TextureAnimationArray[1]->Create(1);,2
m_lpSV[i*4+2].y,2
Turn,2
\0.007f,\,2
%d-bits,2
y1,2
lpV[2].Pos.s.z,2
Digital,2
j<m_lpMaterials[i].lpPass[0].TextureFrame[0].NumTexs;,2
x2,2
\FF_DONTCARE,\,2
lpV[i*4+1].Pos.s.z,2
Shader,2
j<6;,2
m_lpMaterials[i]->m_Diffuse.s.Alpha,2
GetlpTextureFrame(1);,2
\y1,\,2
initializes,2
no,2
m_lpGraphicsSystem->GetlpOffscreen());,2
\glPolygonMode(GL_FRONT,\,2
continue;,2
//m_lpEngine->DestroyResource(GetName());,2
m_lpGraphicsSystem->DisableRenderBuffer(2);,2
GameDev,2
WS_OVERLAPPEDWINDOW,2
were,2
\*lpK1,\,2
&m_lpMaterials[i]->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)MaterialSystem::CMaterial::SPOT_LIGHTING);,2
hearty,2
Parent,2
m_MieScaleDepth,2
\m_lpMaterials[i]->SetTechnique(MaterialSystem::CMaterial::ZPASS,\,2
\m_lpGraphicsSystem->Printf(&Rect,\,2
\AOName,\,2
(unsigned,2
\lynxClearLYNXBUFFER(SystemData.BackBuffer,\,2
\lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)MaterialSystem::CMaterial::SIMPLE).GetPass(0).vLoadShaders(_T("\scn/sprite3dcluster.vso"\),\,2
\Otherwise,\,2
LYNX_ASSERT(cam);,2
\high,\,2
statements,2
reserve,2
m_lpMaterials[i]->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)MaterialSystem::CMaterial::POINT_LIGHTING),2
(FAILED(CoInitialize(NULL))),2
\LYNX_RV_SET_UV(m_lpVertexArray[k*3+i],\,2
nodes,2
Free,2
lpV[0].Pos.s.x,2
\LYNX_READ_FILE(&fB,\,2
sets,2
\TargetName.c_str(),\,2
lpMat->vCreateTechnique(1);,2
Cookson's,2
\&m_GlobalM,\,2
(PrimitiveType),2
m_lpMeshArray[i]->SetlpRenObj(GetlpRenObj());,2
maps,2
behind,2
\_T("\%s,\,2
Window,2
LYNX_CPU_FEATURE_3DNOW,2
m_lpMaterials[i]->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)MaterialSystem::CMaterial::ZPASS),2
\sizeof(LYNXMATRIX),\,2
\&T,\,2
lpv[m_BaseVert+k].ny;,2
glDisable(GL_LIGHTING);,2
\*ext,\,2
(*Con)->SetCurrentMaterialTechnique(MaterialSystem::CMaterial::POINT_LIGHTING);,2
k<m_lpMeshArray[i]->m_Primitives[CurrentLOD][j].NumIndex;,2
\D3D11_SDK_VERSION,\,2
\CString("\1"\));\,2
LYNX_CPU_FEATURE_3DNOW),2
project,2
\MS,\,2
\lpG->DrawScreenSpaceDepthQuad(*cam,\,2
(www.GameDev.net),2
width),2
result,2
0.25f;,2
8x8,2
\SSE2"\);\,2
\wNumChildren,\,2
lynxSetMultiTask(FALSE);,2
0.0005f;,2
lpm;,2
PS,2
lpV[i*4+0].Pos.s.y,2
lpV[0].TexCoord.u,2
\("\))+lpc->GetName()+CString(_T("\)\r\n"\)));\,2
\lynxCreateIndexArray(&m_IndexArray[LOD],\,2
Features,2
\lpPhxObj->vSetMass(LynxEngine::PhysicsSystem::CPhysicsObj::BOX,\,2
\int),\,2
(LYNXPRIMITIVETYPE)LYNX_PRIMITIVE_TRIANGLE_STRIP;,2
(www.Gamasutra.com),2
\_("\&Navigate"\));\,2
\lynxSprintf(Buffer,\,2
MaxTime-1);,2
\IconName,\,2
m_lpSV[i*4+1].TexCoord.v,2
\Base,\,2
\"\Programming\,2
controls,2
(!Setup()),2
m_lpMeshArray[i]->SetlpEngine(m_lpEngine);,2
moving,2
lpV[i*4+1].Pos.s.w,2
m_EndTime),2
sizeof(LYNXOBJ3D));,2
m_Triangles[CurrentLOD][m_lpMeshArray[i]->m_BaseTriangle[CurrentLOD]+k].v[2];,2
m_lpMeshArray[i]->m_Primitives[CurrentLOD][j].lpIndex[k*3+2],2
What's,2
\m_lpGraphicsSystem->GetlpRenderer()->SetTexture(2,\,2
&File;,2
operation,2
sizeof(IconName));,2
script,2
*)m_lpMaterialSystem)->IsRenderingReflection()),2
Super,2
\_("\&File"\));\,2
30.0f*(i-2);,2
i*4+0;,2
\strcpy(MName,\,2
division,2
P.s.x,2
lpV[0].TexCoord.v,2
lpV[1].Pos.s.x,2
m_Triangles[CurrentLOD][m_lpMeshArray[i]->m_BaseTriangle[CurrentLOD]+k].v[0];,2
m_lpSV[i*4+3].TexCoord.u,2
\LYNX_READ_FILE(&m_lpMeshArray[i]->m_NumVertices[CurrentLOD],\,2
MP,2
WS_POPUP,2
lpTVertexList,2
Bryan,2
far,2
flags,2
never,2
consideration,2
LynxEngine::SceneSystem::CDynamicObj::TYPE,2
\lynxStrCat(MaterialName,\,2
P.s.y,2
proper,2
Prevent,2
\DEFAULT_CHARSET,\,2
\&SetNameFunc,\,2
UpdateTransform();,2
TriTreeNode,2
\m_TextureAnimationArray[3]->LoadTexture(0,\,2
fMaxZ,2
lpV[0].Pos.s.z,2
\coordinates,\,2
changed,2
\Technique->SetPass(0,\,2
i<5;,2
Type;,2
Replace,2
\menuNav->Append(Minimal_Back,\,2
dirty,2
(in,2
L,2
fog1->Start);,2
k<m_NumTriangles;,2
\FeatureLevel,\,2
lpK0,2
m_TCenter.s.z);,2
cluster_size;,2
Desired,2
\triangle,\,2
\representations,\,2
Produce,2
\lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)0).GetPass(0).vLoadShaders(_T("\builtin/scn/sprite.vso"\),\,2
\lpR->GetCachedVertexShader()->vSetConstantM("\gWorldViewProj"\,\,2
\((sizeof(int)*2)+(sizeof(LYNXREAL)*3))*NumKeys,\,2
\m_TextureAnimationArray[0]->SetShaderConstantName("\TerrainLayer0"\);\,2
\&m_Direction,\,2
BYTE,2
lpV[i*4+2].Color.PackedColor,2
perform,2
path,2
lpdo->lpDirection,2
ID,2
m_lpFont->m_CharWidth[C];,2
IMPLEMENT_PARAM_FLOAT(m_Speed);,2
ZBias,2
lpV[i*4+2].Pos.s.x,2
GraphicsSystem::CGraphicsSystem*,2
CMCDesc.m_bUseBufferObject,2
lpV[3].TexCoord.u,2
3),2
&m_lpMaterials[i]->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)MaterialSystem::CMaterial::ZPASS);,2
m_StaticObjArray[i]->GetlpContainer()->m_bCastShadow,2
\rotating,\,2
Check[5],2
\m_TextureAnimationArray[1]->LoadTexture(0,\,2
(you,2
on..,2
GetResourceManager().GetObjectList();,2
\CreateReference(LynxEditor::Kernel::CReference::FILE,\,2
tessellations,2
m_lpColorVertexList[LOD][i];,2
stack,2
wxMenuBar;,2
m_lpMeshArray[i]->m_Primitives[CurrentLOD][j].NumIndex,2
\GraphicsSystem::CD3D9Renderer::TranslateCombineArg(m_CombineArg[1]),\,2
\fB,\,2
lpdo->lpChildrenData[i].ChildIndex,2
m_lpSV[i*4+2].TexCoord.u,2
GLOBALS,2
t,2
lpK2,2
Face,2
orientation,2
m_lpGraphicsSystem->GetNoiseTexture());,2
*)m_lpEngine)->GetlpMaterialSystem()->AddMaterial(lpTMat);,2
lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)0).vCreatePass(1);,2
lpV[i*4+0].Offset.s.x,2
m_lpMeshArray[i]->m_lpModel,2
28};,2
\LYNX_RV_SET_XYZ(V[5],\,2
m_lpMaterials[i]->m_Diffuse.s.Blue,2
NumPrimitives;,2
user,2
lpV[i*4+3].Offset.s.x,2
\LYNX_READ_FILE(&NumPrimitives,\,2
LYNXCHAR[Len+1];,2
m_lpMaterials[i]->m_Diffuse.s.Green,2
lpp),2
m_lpMeshArray[i]->m_NumTriangles[CurrentLOD]*3;,2
Binding,2
lpTexFrame->Time,2
Color[3];,2
ParentM,2
(LPLYNXLINKDATA)LYNX_MALLOC(lpdo->NumChildren*sizeof(LYNXLINKDATA));,2
\LYNX_BYTE_ORDER_READ_FILE(&fB,\,2
own,2
\fR,\,2
Index;,2
PrimitiveType;,2
*menuNav,2
lpTexFrame,2
LocalM,2
lpSetNameFunc,2
Vector3,2
Points,2
m_lpSV[i*4+0].x,2
&m_lpImmediateContext);,2
events,2
\-0.05,\,2
\LYNX_READ_FILE(&m_lpMeshArray[i]->m_Primitives[CurrentLOD][j].NumIndex,\,2
MP;,2
lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)0).GetPass(0).m_TextureAnimationArray[0]->GetTexture(0).GetHeight();,2
blowing,2
(m_StartTime);,2
lpV[i*4+0].Pos.s.z,2
\Bottom,\,2
P->Position.y;,2
\R,\,2
(*Con)->SetCurrentMaterialTechnique(MaterialSystem::CMaterial::SPOT_LIGHTING);,2
CSprite3DCreationDesc,2
DOType;,2
(cam->m_bCameraMovingBlur),2
\TableObj.GetByName("\HP"\).ToNumber();\,2
m_TDirection.s.z;,2
\m_lpMaterials[i]->SetTechnique(MaterialSystem::CMaterial::AMBIENT_LIGHTING,\,2
lpI[i*6+0],2
pass,2
\m_lpSceneSystem->GetlpEngine()->GetlpPhysicsSystem()->GetlpPhysicsWorld(0)->GetlpRootSpace()->vCreateGeometry(LynxEngine::PhysicsSystem::CPhysicsGeometry::BOX,\,2
lpv->s.z;,2
m.m_ParamArray;,2
lpV[i*4+3].Pos.s.z,2
lowest,2
GraphicsSystem::SPRITE3DVERTEX*,2
~~~~~~~*~~~~~~~,2
m_lpWeightList[CurrentLOD][i].lpBoneIndex,2
m_lpMeshArray[i]->SetlpCurrentMaterial(m_lpMaterials[m_lpMeshArray[i]->m_MaterialIndex]);,2
m_lpMaterials[i]->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)MaterialSystem::CMaterial::DIRECTIONAL_LIGHTING),2
\!lynxStrCmp(m_StaticObjArray[i]->GetName().c_str(),\,2
Location;,2
lpV[i*4+2].Offset.s.x,2
\CreateDynObj(DOType,\,2
bone,2
*lpI,2
\LYNX_BYTE_ORDER_READ_FILE(&fG,\,2
debug,2
AniDesc.m_FileName,2
\LYNX_RV_SET_UV(V[i*3+0],\,2
((SceneSystem::CSky*)m_lpRenObj)->GetSunLight()->GetlpContainer()->LookAt(&LookAt);,2
!InitWindow(hInst),2
SetDrawModeContext(,2
lpV[3].TexCoord.v,2
m_lpSV[i*4+2].x,2
m_lpMeshArray[i]->m_Primitives[LOD][j].BaseIndex,2
m_TextureAnimationArray[3]->Create(1);,2
Dir,2
m_lpRoot,2
LYNX_BO_ADD);,2
(bStripify),2
byte,2
drawFrustum();,2
m_lpCurrentMaterial->GetlpMaterialSystem()->GetlpCurrentLight()->m_Deg*LYNXD2R;,2
Beginning,2
*)m_IndexArray[LOD].lpBuffer;,2
(gDrawMode),2
\CZPass_VelocityPS"\));\,2
m_DynamicObjArray[1]->GetlpContainer());,2
CContainer::CreateFrame(DWORD,2
lpV[i*4+1].TexCoord.u,2
(LYNXTEXTUREADDRESSMODE)m_AddressModeV);,2
\FALSE,\,2
-dv.s.x;,2
m_DynamicObjArray[1]->GetlpPhyObj();,2
cam->CalculateFarCornerDir(((float)lpG->GetlpOffscreen()->GetTexture()->vGetWidth())/((float)lpG->GetlpOffscreen()->GetTexture()->vGetHeight()));,2
\lynxSetTextureAddressMode(MaterialSystem::CTechnique::REFRACTIONMAP_CHANNEL,\,2
\%d"\),\,2
gDrawFrustum,2
(m_TranslateKey.lpKeys),2
m_NumTriangles,2
\lynxClearLYNXBUFFER(SystemData.PrimaryBuffer,\,2
Computes,2
edge,2
mapping,2
\lynxGetShortAnimKeyValues(&m_RotateKey,\,2
APEX,2
m_Km,2
KeyValues[4];,2
\m_lpCheckFan[j].NumVerts,\,2
\TextureName,\,2
glPopMatrix();,2
\m_TextureAnimationArray[3]->SetTextureName(0,\,2
\lynxLockIndexArray(&m_IndexArray[LOD],\,2
\lynxStrCpy(MaterialName,\,2
excellent,2
m_DynamicObjArray[Size],2
\//lynxMemCpy(&SetNameFunc2,\,2
minus,2
scale,2
\LYNX_RV_SET_RGBA(V[i*3+1],\,2
\LYNX_READ_FILE(&lpn->BBox,\,2
\lynxMakeRotateMatrixRespectVector(&R,\,2
m_TCenter.s.x);,2
\*)strtok(NULL,\,2
lynxTransposeMatrix(&MAT);,2
(LynxEngine::CGameObj::*)(void))((void,2
&m_LastWVPM);,2
Transform,2
\m_MagFilter,\,2
Vector,2
m_lpBoneArray.resize(NumBones);,2
*)>,2
offsets,2
light's,2
\LYNX_RV_SET_UV(V[i*3+1],\,2
Shift*0.25f;,2
\fG,\,2
\LynxEngine::CString(m_lpTerrain->GetlpEngine()->GetlpGraphicsSystem()->GetlpRenderer()->GetTexturePath())+_T("\terrain/grass001.tga"\));\,2
lpdo->lpUpDir,2
//for,2
(m_VertexArray.bBufferObject),2
(m_WaveSpeed,2
lpv->s.y;,2
CPU/GPU,2
lpElem->Attribute(m_XMLTag.ContainerAttr);,2
\lynxSetTextureFilterMode(channel,\,2
m_Exposure,2
twice,2
Weight,2
m_lpSV[i*4+0].y,2
LYNX_CPU_FEATURE_SSE2,2
over,2
\LYNX_RV_SET_XYZ(V[8],\,2
m_DynamicObjArray[i],2
\GraphicsSystem::CGraphicsSystem::GetVertexLayout(GraphicsSystem::CGraphicsSystem::VT_SPRITE),\,2
\TableObj["\MP"\].ToNumber();\,2
middle,2
\p2,\,2
\LYNX_RV_SET_RGBA(V[i*3+0],\,2
&m_lpDefaultFont);,2
performance,2
\lynxStrCpy(lpTF->lplpTexList[j],\,2
\menuBar->Append(menuNav,\,2
NumBone;,2
*)m_lpEngine)->GetlpMaterialSystem()->FindMaterial(MaterialName);,2
GEOMETRY;,2
10};,2
Utility.cpp,2
i=2;,2
\m_VisibilityKeys.Lerp(Values,\,2
Here,2
\lynxMatrixXMatrix(&T,\,2
culling,2
lpMat->SetVertexLayout(GraphicsSystem::gSprite3DVertexLayout);,2
lpv[m_BaseVert+k].nx;,2
256),2
lpm),2
m_DynamicObjArray[1]->GetlpContainer())->GetlpMesh(0));,2
LYNX_NORMAL_TEXTURE;,2
m_DynamicObjArray.size();,2
LynxEngine::CContainer::TYPE,2
lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)0).GetPass(0).m_TextureAnimationArray[0]->CombineArg[0],2
\-100,\,2
\splitting,\,2
Discover,2
\LYNX_W_COORD,\,2
volume,2
\LynxEngine::Shader::CGeometryVS"\),\,2
non-leaf,2
\lynxLength(&D,\,2
WireframeColor[4];,2
(!InitApplication()),2
\CShadowMapPS"\));\,2
chunck,2
\num,\,2
ParentM;,2
go,2
&R);,2
lpdo->lpChildrenData,2
CMaterialSystem::SetFogParam(LPLYNXPLANE,2
LYNXPI;,2
(P->Position.y,2
LYNX_DB_NONE;,2
m_TextureAnimationArray[0]->Create(1);,2
CString&,2
Egads,2
Animation::CAnimation;,2
lpV[i*4+0].Pos.s.x,2
\Pass->m_TextureAnimationArray[0]->LoadTexture(0,\,2
(lpLit->GetLightType()),2
lpV[i*4+3].TexCoord.u,2
m_lpMeshArray[i]->m_Primitives[CurrentLOD][j].lpIndex[k*3+1],2
P.s.z,2
\//LynxScript::Lua::CScriptFunc<LynxEngine::CGameObj,\,2
24};,2
(m_RotateKey.lpKeys),2
\animating,\,2
\lpdo,\,2
\Top,\,2
slow,2
(LYNXTEXTUREADDRESSMODE)m_AddressModeU);,2
Computer,2
&m_lpMaterials[i]->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)MaterialSystem::CMaterial::POINT_LIGHTING);,2
\"\%s<%dX%d>,\,2
MaterialName[64];,2
wIndex;,2
ORIGIN;,2
\"\LynxPhysics_ODE_Tool.dll"\;\,2
default,2
(Waite,2
\//lynxLoadCompiledPixelShader(&m_lpMaterials[i].lpPass[0].PS,\,2
IconName),2
re-accessing,2
Turner,2
compile,2
(hInst),2
Does,2
SubPixelV;,2
&GetNameFunc;,2
lpV[i*4+0].TexCoord.v,2
\m_lpMaterials[i]->SetTechnique(MaterialSystem::CMaterial::SHADOWMAP,\,2
GraphicsSystem::SPRITE3DCLUSTERVERTEX*,2
m_TDirection.s.x;,2
(m_ScaleKey.lpKeys),2
m_g,2
tables,2
j;,2
\WS_SYSMENU,\,2
(yellow),2
\LYNX_RV_SET_RGBA(V[i*3+2],\,2
GraphicsSystem::CRenderer::CULL_CW:,2
speed,2
automatically),2
num),2
\"\LynxPhysics_ODE.dll"\;\,2
m_CombineArg[0],2
m_lpMeshArray[i]->m_Primitives[CurrentLOD][j].lpIndex[k],2
Press),2
(LPLYNXVECTOR3D)&lpdo->M.s.m11;,2
*menuBar,2
m_DynamicObjArray[1]),2
\_T("\terrain/layer1.tga"\),\,2
replaced,2
lynxUnlockIndexArray(&m_IndexArray[LOD]);,2
LYNX_GraphicsSystem::CRenderer::DB_NONE;,2
\lynxSetTextureBlend(channel,\,2
BloomingPass(camera);,2
SetNumLODs(1);,2
Follower,2
VERTEX_SHADER,2
0:,2
Index,2
Longbow,2
lpCO->m_lpNext,2
\"\builtin/scn/model_mbs_pointlight.vso"\,\,2
s),2
item,2
m_g;,2
Final,2
\_T("\builtin/common/lynxDiffuseMapXColor.pso"\));\,2
#ifndef,2
any,2
primitive,2
Len*2);,2
there,2
WS_VISIBLE,2
An,2
&m_Keys[Key+1];,2
P->Position.z;,2
ContainerName,2
LYNX_FREE(m_lpColorVertexList[LOD]);,2
DEFAULT_PITCH,2
//put,2
GL_LINE);,2
CPCDesc.m_Type,2
lpV[i*4+0].Color.PackedColor,2
VS,2
lpV[i*4+0].Offset.s.y,2
sizeof(LYNXREAL)*m_Keys[Key].m_Values.size());,2
until,2
lpMat->GetTechnique((MaterialSystem::CMaterial::TECHTYPE)0).GetPass(0).m_TextureAnimationArray[0]->AddressMode,2
m_fNear,2
\glpLogger->vLog(CString(GetClassName())+CString(_T("\::!!!Resource\,2
NumTextures;,2
//glEnable(GL_LIGHTING);,2
CAnimationKey,2
